794;2543,31;393
795;2544,91;392
796;2546,50;392
797;2548,10;392
798;2549,70;392
799;2551,29;391
800;2552,88;391
801;2554,48;391
802;2556,07;391
803;2557,66;390
804;2559,25;390
805;2560,84;390
806;2562,42;390
807;2564,01;390
808;2565,60;389
809;2567,18;389
810;2568,77;389
811;2570,35;389
812;2571,93;388
813;2573,51;388
814;2575,09;388
815;2576,67;388
816;2578,25;387
817;2579,82;387
818;2581,40;387
819;2582,98;387
820;2584,55;386
821;2586,12;386
822;2587,69;386
823;2589,27;386
824;2590,84;385
825;2592,41;385
826;2593,97;385
827;2595,54;385
828;2597,11;385
829;2598,67;384
830;2600,24;384
831;2601,80;384
832;2603,36;384
833;2604,93;383
834;2606,49;383
835;2608,05;383
836;2609,60;383
837;2611,16;382
838;2612,72;382
839;2614,28;382
840;2615,83;382
841;2617,39;382
842;2618,94;381
843;2620,49;381
844;2622,04;381
845;2623,59;381
846;2625,14;380
847;2626,69;380
848;2628,24;380
849;2629,79;380
850;2631,33;380
851;2632,88;379
852;2634,42;379
853;2635,97;379
854;2637,51;379
855;2639,05;378
856;2640,59;378
857;2642,13;378
858;2643,67;378
859;2645,21;378
860;2646,74;377
861;2648,28;377
862;2649,82;377
863;2651,35;377
864;2652,88;376
865;2654,42;376
866;2655,95;376
867;2657,48;376
868;2659,01;376
869;2660,54;375
870;2662,07;375
871;2663,59;375
872;2665,12;375
873;2666,64;375
874;2668,17;374
875;2669,69;374
876;2671,22;374
877;2672,74;374
878;2674,26;373
879;2675,78;373
880;2677,30;373
881;2678,82;373
882;2680,34;373
883;2681,85;372
884;2683,37;372
885;2684,88;372
886;2686,40;372
887;2687,91;372
888;2689,42;371
889;2690,94;371
890;2692,45;371
891;2693,96;371
892;2695,47;370
893;2696,97;370
894;2698,48;370
895;2699,99;370
896;2701,49;370
897;2703,00;369
898;2704,50;369
899;2706,01;369
900;2707,51;369
901;2709,01;369
902;2710,51;368
903;2712,01;368
904;2713,51;368
905;2715,01;368
906;2716,51;368
907;2718,00;367
908;2719,50;367
909;2721,00;367
910;2722,49;367
911;2723,98;367
912;2725,48;366
913;2726,97;366
914;2728,46;366
915;2729,95;366
916;2731,44;366
917;2732,93;365
918;2734,41;365
919;2735,90;365
920;2737,39;365
921;2738,87;365
922;2740,36;364
923;2741,84;364
924;2743,32;364
925;2744,81;364
926;2746,29;364
927;2747,77;363
928;2749,25;363
929;2750,73;363
930;2752,20;363
931;2753,68;363
932;2755,16;362
933;2756,63;362
934;2758,11;362
935;2759,58;362
936;2761,06;362
937;2762,53;361
938;2764,00;361
939;2765,47;361
940;2766,94;361
941;2768,41;361
942;2769,88;361
943;2771,35;360
944;2772,82;360
945;2774,28;360
946;2775,75;360
947;2777,21;360
948;2778,68;359
949;2780,14;359
950;2781,60;359
951;2783,06;359
952;2784,52;359
953;2785,98;358
954;2787,44;358
955;2788,90;358
956;2790,36;358
957;2791,82;358
958;2793,27;358
959;2794,73;357
960;2796,18;357
961;2797,64;357
962;2799,09;357
963;2800,54;357
964;2802,00;356
965;2803,45;356
966;2804,90;356
967;2806,35;356
968;2807,80;356
969;2809,24;355
970;2810,69;355
971;2812,14;355
972;2813,58;355
973;2815,03;355
974;2816,47;355
975;2817,92;354
976;2819,36;354
977;2820,80;354
978;2822,24;354
979;2823,68;354
980;2825,12;353
981;2826,56;353
982;2828,00;353
983;2829,44;353
984;2830,88;353
985;2832,31;353
986;2833,75;352
987;2835,18;352
988;2836,62;352
989;2838,05;352
990;2839,48;352
991;2840,92;351
992;2842,35;351
993;2843,78;351
994;2845,21;351
995;2846,64;351
996;2848,06;351
997;2849,49;350
998;2850,92;350
999;2852,34;350
1000;2853,77;350
